Symbol,Security,GICS Sector,valid_yahoo_ticker,resolved_name,resolved_exchange,resolved_score,SourceIndex,Sektor
2018.HK,,,2018.HK,AAC TECHNOLOGIES HOLDINGS INC,,,MSCI EM Top,Information Technology
0241.HK,,,0241.HK,ALIBABA HEALTH INFORMATION TECH LT,,,MSCI EM Top,Consumer Staples
1590.TW,,,1590.TW,AIRTAC INTERNATIONAL GROUP,,,MSCI EM Top,Industrials
2259.HK,,,2259.HK,ZIJIN GOLD INTERNATIONAL LTD,,,MSCI EM Top,Materials
079550.KS,,,079550.KS,LIG NEX1 LTD,,,MSCI EM Top,Industrials
000720.KS,,,000720.KS,HYUNDAI ENGINEERING & CONSTRUCTION,,,MSCI EM Top,Industrials
OMAB.MX,,,OMAB.MX,GRUPO AEROPORTUARIO DEL CENTRO NOR,,,MSCI EM Top,Industrials
SOL.JO,,,SOL.JO,SASOL LTD,,,MSCI EM Top,Materials
0966.HK,,,0966.HK,CHINA TAIPING INSURANCE HLDGS LTD,,,MSCI EM Top,Financials
028300.KQ,,,028300.KQ,HLB INC,,,MSCI EM Top,Health Care
AMBANK.KL,,,AMBANK.KL,AMMB HOLDINGS,,,MSCI EM Top,Financials
MOL.BD,,,MOL.BD,MOL HUNGARIAN OIL AND GAS,,,MSCI EM Top,Energy
EMAARDEV.DU,,,EMAARDEV.DU,EMAAR DEVELOPMENT,,,MSCI EM Top,Real Estate
2474.TW,,,2474.TW,CATCHER TECHNOLOGY LTD,,,MSCI EM Top,Information Technology
0136.HK,,,0136.HK,CHINA RUYI HOLDINGS LTD,,,MSCI EM Top,Communication
272210.KS,,,272210.KS,HANWHA SYSTEMS LTD,,,MSCI EM Top,Industrials
HLBANK.KL,,,HLBANK.KL,HONG LEONG BANK,,,MSCI EM Top,Financials
AIRARABIA.DU,,,AIRARABIA.DU,AIR ARABIA,,,MSCI EM Top,Industrials
PETGAS.KL,,,PETGAS.KL,PETRONAS GAS,,,MSCI EM Top,Utilities
THYAO.E.IS,,,THYAO.E.IS,TURK HAVA YOLLARI AO A,,,MSCI EM Top,Industrials
AUROPHARMA.NS,,,AUROPHARMA.NS,AUROBINDO PHARMA LTD,,,MSCI EM Top,Health Care
006800.KS,,,006800.KS,MIRAE ASSET SECURITIES CO LTD,,,MSCI EM Top,Financials
278470.KS,,,278470.KS,APR LTD,,,MSCI EM Top,Consumer Staples
ISA,,,ISA,INTERCONEXION ELECTRICA SA,,,MSCI EM Top,Utilities
017670.KS,,,017670.KS,SK TELECOM LTD,,,MSCI EM Top,Communication
0914.HK,,,0914.HK,ANHUI CONCH CEMENT LTD H,,,MSCI EM Top,Materials
SMPH.PS,,,SMPH.PS,SM PRIME HOLDINGS INC,,,MSCI EM Top,Real Estate
2611.HK,,,2611.HK,GUOTAI HAITONG SECURITIES CO LTD H,,,MSCI EM Top,Financials
SCB.R.BK,,,SCB.R.BK,SCB X PUBLIC COMPANY LIMITED NON-V,,,MSCI EM Top,Financials
6139.TW,,,6139.TW,L & K ENGINEERING LTD,,,MSCI EM Top,Industrials
NYKAA.NS,,,NYKAA.NS,FSN E-COMMERCE VENTURES LTD,,,MSCI EM Top,Consumer Discretionary
CPN.R.BK,,,CPN.R.BK,CENTRAL PATTANA NON-VOTING DR PCL,,,MSCI EM Top,Real Estate
ZAIN.KW,,,ZAIN.KW,MOBILE TEL,,,MSCI EM Top,Communication
WHL.JO,,,WHL.JO,WOOLWORTHS HOLDING LTD,,,MSCI EM Top,Consumer Discretionary
NATIONALUM.NS,,,NATIONALUM.NS,NATIONAL ALUMINIUM CO LTD,,,MSCI EM Top,Materials
KLRHO.E.IS,,,KLRHO.E.IS,KILER HOLDING A.S.,,,MSCI EM Top,Industrials
HYUNDAI.NS,,,HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,,,MSCI EM Top,Consumer Discretionary
MIL.WA,,,MIL.WA,BANK MILLENNIUM SA,,,MSCI EM Top,Financials
005385.KS,,,005385.KS,HYUNDAI MOTOR S1 PREF,,,MSCI EM Top,Consumer Discretionary
0135.HK,,,0135.HK,KUNLUN ENERGY LTD,,,MSCI EM Top,Utilities
6488.TWO,,,6488.TWO,GLOBALWAFERS LTD,,,MSCI EM Top,Information Technology
GRT.JO,,,GRT.JO,GROWTHPOINT PROP LTD SHS,,,MSCI EM Top,Real Estate
0168.HK,,,0168.HK,TSINGTAO BREWERY LTD H,,,MSCI EM Top,Consumer Staples
2834.TW,,,2834.TW,TAIWAN BUSINESS BANK LTD,,,MSCI EM Top,Financials
MARK.QA,,,MARK.QA,MASRAF AL RAYAN,,,MSCI EM Top,Financials
002475.SZ,,,002475.SZ,LUXSHARE PRECISION INDUSTRY LTD A,,,MSCI EM Top,Information Technology
TRUE.R.BK,,,TRUE.R.BK,TRUE CORPORATION NON-VOTING DR PCL,,,MSCI EM Top,Communication
SBID.L,,,SBID.L,STATE BANK OF INDIA REG S INDIA GD,,,MSCI EM Top,Financials
0285.HK,,,0285.HK,BYD ELECTRONIC (INTERNATIONAL) LTD,,,MSCI EM Top,Information Technology
1326.TW,,,1326.TW,FORMOSA CHEMICALS & FIBRE CORP,,,MSCI EM Top,Materials
011200.KS,,,011200.KS,HMM LTD,,,MSCI EM Top,Industrials
1519.HK,,,1519.HK,J&T GLOBAL EXPRESS LTD,,,MSCI EM Top,Industrials
016360.KS,,,016360.KS,SAMSUNG SECURITIES LTD,,,MSCI EM Top,Financials
ALR.WA,,,ALR.WA,ALIOR BANK SA,,,MSCI EM Top,Financials
2313.TW,,,2313.TW,COMPEQ MANUFACTURING LTD,,,MSCI EM Top,Information Technology
0780.HK,,,0780.HK,TONGCHENG TRAVEL HOLDINGS LTD,,,MSCI EM Top,Consumer Discretionary
2337.TW,,,2337.TW,MACRONIX INTERNATIONAL LTD,,,MSCI EM Top,Information Technology
5347.TWO,,,5347.TWO,VANGUARD INTERNATIONAL SEMICONDUCT,,,MSCI EM Top,Information Technology
000150.KS,,,000150.KS,DOOSAN CORP,,,MSCI EM Top,Industrials
FAB.AE,,,FAB.AE,FIRST ABU DHABI BANK,,,MSCI EM Extended,Financials
EAND.AE,,,EAND.AE,EMIRATES TELECOM,,,MSCI EM Extended,Communication
ADCB.AE,,,ADCB.AE,ABU DHABI COMMERCIAL BANK,,,MSCI EM Extended,Financials
ALDAR.AE,,,ALDAR.AE,ALDAR PROPERTIES,,,MSCI EM Extended,Real Estate
ADIB.AE,,,ADIB.AE,ABU DHABI ISLAMIC BANK,,,MSCI EM Extended,Financials
DIB.AE,,,DIB.AE,DB ISLAMIC BANK,,,MSCI EM Extended,Financials
ADNOCGAS.AE,,,ADNOCGAS.AE,ADNOC GAS PLC,,,MSCI EM Extended,Energy
ADNOCDRILL.AE,,,ADNOCDRILL.AE,ADNOC DRILLING COMPANY,,,MSCI EM Extended,Energy
DEWA.AE,,,DEWA.AE,DUBAI ELECTRICITY AND WATER AUTHOR,,,MSCI EM Extended,Utilities
AIRARABIA.AE,,,AIRARABIA.AE,AIR ARABIA,,,MSCI EM Extended,Industrials
1605.TW,,,1605.TW,WALSIN LIHWA CORP,,,MSCI EM Extended,Industrials
OUT.JO,,,OUT.JO,OUTSURANCE GROUP LTD,,,MSCI EM Extended,Financials
TITC.AT,,,TITC.AT,TITAN SA,,,MSCI EM Extended,Materials
6274.TWO,,,6274.TWO,TAIWAN UNION TECHNOLOGY CORP,,,MSCI EM Extended,Information Technology
024110.KS,,,024110.KS,INDUSTRIAL BANK OF KOREA,,,MSCI EM Extended,Financials
6990.HK,,,6990.HK,SICHUAN KELUN-BIOTECH BIOPHARMACEU,,,MSCI EM Extended,Health Care
534091.BO,,,534091.BO,MULTI COMMODITY EXCHANGE OF INDIA,,,MSCI EM Extended,Financials
000858.SZ,,,000858.SZ,WULIANGYE YIBIN LTD A,,,MSCI EM Extended,Consumer Staples
TPE.WA,,,TPE.WA,TAURON POLSKA ENERGIA SA,,,MSCI EM Extended,Utilities
PINFRA*.MX,,,PINFRA*.MX,PROMOTORA Y OPERADORA DE INFRAESTR,,,MSCI EM Extended,Industrials
STNE,,,STNE,STONECO LTD CLASS A,,,MSCI EM Extended,Financials
KCHOL.E.IS,,,KCHOL.E.IS,KOC HOLDING A,,,MSCI EM Extended,Industrials
6886.HK,,,6886.HK,HUATAI SECURITIES LTD H,,,MSCI EM Extended,Financials
PTRO.JK,,,PTRO.JK,PETROSEA,,,MSCI EM Extended,Materials
GENTERA*.MX,,,GENTERA*.MX,GENTERA SAB DE CV,,,MSCI EM Extended,Financials
003230.KS,,,003230.KS,SAM YANG FOODS INC,,,MSCI EM Extended,Consumer Staples
SIGMAFA.MX,,,SIGMAFA.MX,ALFA A,,,MSCI EM Extended,Consumer Staples
1357.HK,,,1357.HK,MEITU INC,,,MSCI EM Extended,Communication
2609.TW,,,2609.TW,YANG MING MARINE TRANSPORT CORP,,,MSCI EM Extended,Industrials
039490.KS,,,039490.KS,KIWOOM SECURITIES LTD,,,MSCI EM Extended,Financials
307950.KS,,,307950.KS,HYUNDAI AUTOEVER CORP,,,MSCI EM Extended,Information Technology
532483.BO,,,532483.BO,CANARA BANK LTD,,,MSCI EM Extended,Financials
AXIA7.SA,,,AXIA7.SA,CENTRAIS ELET BRAS PRF SA,,,MSCI EM Extended,Utilities
1766.HK,,,1766.HK,CRRC CORP LTD H,,,MSCI EM Extended,Industrials
BHEL.NS,,,BHEL.NS,BHARAT HEAVY ELECTRICALS LTD,,,MSCI EM Extended,Industrials
COROMANDEL.NS,,,COROMANDEL.NS,COROMANDEL INTERNATIONAL LTD,,,MSCI EM Extended,Materials
SWB.KL,,,SWB.KL,SUNWAY BHD,,,MSCI EM Extended,Industrials
KTB.R.BK,,,KTB.R.BK,KRUNG THAI BANK PUBLIC NON-VOTING,,,MSCI EM Extended,Financials
MTM.JO,,,MTM.JO,MOMENTUM GROUP LTD,,,MSCI EM Extended,Financials
ABB.NS,,,ABB.NS,ABB INDIA LTD,,,MSCI EM Extended,Industrials
603993.SS,,,603993.SS,CHINA MOLYBDENUM LTD A,,,MSCI EM Extended,Materials
3706.TW,,,3706.TW,MITAC HOLDINGS CORP,,,MSCI EM Extended,Information Technology
MONET.PR,,,MONET.PR,MONETA MONEY BNK,,,MSCI EM Extended,Financials
021240.KS,,,021240.KS,COWAY LTD,,,MSCI EM Extended,Consumer Discretionary
ADNOCDIST.AE,,,ADNOCDIST.AE,ABU DHABI NATIONAL OIL COMPANY FOR,,,MSCI EM Extended,Consumer Discretionary
1504.TW,,,1504.TW,TECO ELECTRIC & MACHINERY LTD,,,MSCI EM Extended,Industrials
KEI.NS,,,KEI.NS,KEI INDUSTRIES LTD,,,MSCI EM Extended,Industrials
BRMS.JK,,,BRMS.JK,BUMI RESOURCES MINERALS,,,MSCI EM Extended,Materials
BFT.WA,,,BFT.WA,BENEFIT SYSTEMS SA,,,MSCI EM Extended,Industrials
2409.TW,,,2409.TW,AUO CORP,,,MSCI EM Extended,Information Technology
TIMS3.SA,,,TIMS3.SA,TIM SA,,,MSCI EM Extended,Communication
0322.HK,,,0322.HK,TINGYI (CAYMAN ISLANDS) HOLDINGS C,,,MSCI EM Extended,Consumer Staples
PRESTIGE.NS,,,PRESTIGE.NS,PRESTIGE ESTATES PROJECTS LTD,,,MSCI EM Extended,Real Estate
2618.TW,,,2618.TW,EVA AIRWAYS CORP,,,MSCI EM Extended,Industrials
0151.HK,,,0151.HK,WANT WANT CHINA HOLDINGS LTD,,,MSCI EM Extended,Consumer Staples
KBANK.R.BK,,,KBANK.R.BK,KASIKORNBANK PUBLIC NON-VOTING DR,,,MSCI EM Extended,Financials
ISCTR.E.IS,,,ISCTR.E.IS,TURKIYE IS BANKASI C,,,MSCI EM Extended,Financials
IDEA.NS,,,IDEA.NS,VODAFONE IDEA LTD,,,MSCI EM Extended,Communication
ENEV3.SA,,,ENEV3.SA,ENEVA SA,,,MSCI EM Extended,Utilities
3036.TW,,,3036.TW,WT MICROELECTRONICS LTD,,,MSCI EM Extended,Information Technology
QNNS.QA,,,QNNS.QA,QATAR NAVIGATION,,,MSCI EM Extended,Industrials
0270.HK,,,0270.HK,GUANGDONG INVESTMENT LTD,,,MSCI EM Extended,Utilities
ORDS.QA,,,ORDS.QA,OOREDOO,,,MSCI EM Extended,Communication
KRU.WA,,,KRU.WA,KRUK SA,,,MSCI EM Extended,Financials
5110.SR,,,5110.SR,SAUDI ELECTRICITY,,,MSCI EM Extended,Utilities
0384.HK,,,0384.HK,CHINA GAS HOLDINGS LTD,,,MSCI EM Extended,Utilities
3260.TWO,,,3260.TWO,ADATA TECHNOLOGY LTD,,,MSCI EM Extended,Information Technology
YKBNK.E.IS,,,YKBNK.E.IS,YAPI VE KREDI BANKASI A,,,MSCI EM Extended,Financials
APN.JO,,,APN.JO,ASPEN PHARMACARE LTD,,,MSCI EM Extended,Health Care
0867.HK,,,0867.HK,CHINA MEDICAL SYSTEM HOLDINGS LTD,,,MSCI EM Extended,Health Care
SDG.KL,,,SDG.KL,SD GUTHRIE,,,MSCI EM Extended,Consumer Staples
2268.HK,,,2268.HK,WUXI XDC CAYMAN INC,,,MSCI EM Extended,Health Care
CDB.KL,,,CDB.KL,CELCOMDIGI,,,MSCI EM Extended,Communication
AXIA6.SA,,,AXIA6.SA,CENTRAIS ELETR BRAS-ELETROBRAS PRE,,,MSCI EM Extended,Utilities
SALIK.AE,,,SALIK.AE,SALIK COMPANY P.J.S.C,,,MSCI EM Extended,Industrials
006260.KS,,,006260.KS,LS CORP,,,MSCI EM Extended,Industrials
ALI.PS,,,ALI.PS,AYALA LAND INC,,,MSCI EM Extended,Real Estate
3529.TWO,,,3529.TWO,EMEMORY TECHNOLOGY INC,,,MSCI EM Extended,Information Technology
VMM.NS,,,VMM.NS,VISHAL MEGA MART LTD,,,MSCI EM Extended,Consumer Discretionary
1164.HK,,,1164.HK,CGN MINING COMPANY LTD,,,MSCI EM Extended,Energy
SIEMENS.NS,,,SIEMENS.NS,SIEMENS LTD,,,MSCI EM Extended,Industrials
MRP.JO,,,MRP.JO,MR PRICE GROUP LTD,,,MSCI EM Extended,Consumer Discretionary
2POINTZERO.AE,,,2POINTZERO.AE,TWO POINT ZERO GROUP,,,MSCI EM Extended,Industrials
0425.HK,,,0425.HK,MINTH GROUP LTD,,,MSCI EM Extended,Consumer Discretionary
CUAN.JK,,,CUAN.JK,PETRINDO JAYA KREASI,,,MSCI EM Extended,Energy
IOICORP.KL,,,IOICORP.KL,IOI CORPORATION,,,MSCI EM Extended,Consumer Staples
BH.R.BK,,,BH.R.BK,BUMRUNGRAD HOSPITAL NON-VOTING DR,,,MSCI EM Extended,Health Care
0763.HK,,,0763.HK,ZTE CORP H,,,MSCI EM Extended,Information Technology
000250.KQ,,,000250.KQ,SAM CHUN DANG PHARM LTD,,,MSCI EM Extended,Health Care
POWERINDIA.NS,,,POWERINDIA.NS,HITACHI ENERGY INDIA LTD,,,MSCI EM Extended,Industrials
141080.KQ,,,141080.KQ,LIGA CHEM BIO INC,,,MSCI EM Extended,Health Care
RHBBANK.KL,,,RHBBANK.KL,RHB BANK,,,MSCI EM Extended,Financials
BLUESTARCO.NS,,,BLUESTARCO.NS,BLUE STAR LTD,,,MSCI EM Extended,Industrials
0902.HK,,,0902.HK,HUANENG POWER INTERNATIONAL INC H,,,MSCI EM Extended,Utilities
MOTV3.SA,,,MOTV3.SA,MOTIVA INFRAESTRUTURA DE MOBILIDAD,,,MSCI EM Extended,Industrials
2812.TW,,,2812.TW,TAICHUNG COMMERCIAL BANK LTD,,,MSCI EM Extended,Financials
003490.KS,,,003490.KS,KOREAN AIR LINES LTD,,,MSCI EM Extended,Industrials
028050.KS,,,028050.KS,SAMSUNG E&A LTD,,,MSCI EM Extended,Industrials
QIIK.QA,,,QIIK.QA,QATAR INTERNATIONAL ISLAMIC BANK,,,MSCI EM Extended,Financials
VESTA*.MX,,,VESTA*.MX,CORPORACION INMOBILIARIA VESTA,,,MSCI EM Extended,Real Estate
3800.HK,,,3800.HK,GCL TECHNOLOGY HOLDINGS LTD,,,MSCI EM Extended,Information Technology
8210.SR,,,8210.SR,BUPA ARABIA,,,MSCI EM Extended,Financials
LTOD.L,,,LTOD.L,LARSEN AND TOUBRO SPONSORED GDR RE,,,MSCI EM Extended,Industrials
138930.KS,,,138930.KS,BNK FINANCIAL GROUP INC,,,MSCI EM Extended,Financials
MISC.KL,,,MISC.KL,MISC,,,MSCI EM Extended,Industrials
TCELL.E.IS,,,TCELL.E.IS,TURKCELL ILETISIM HIZMETLERI A,,,MSCI EM Extended,Communication
011070.KS,,,011070.KS,LG INNOTEK LTD,,,MSCI EM Extended,Information Technology
WARBABANK.KW,,,WARBABANK.KW,WARBABANK,,,MSCI EM Extended,Financials
9880.HK,,,9880.HK,UBTECH ROBOTICS CORP LTD H,,,MSCI EM Extended,Industrials
ALOS3.SA,,,ALOS3.SA,ALLOS SA,,,MSCI EM Extended,Real Estate
3264.TWO,,,3264.TWO,ARDENTEC CORP,,,MSCI EM Extended,Information Technology
CPF.R.BK,,,CPF.R.BK,CHAROEN POKPHAND FOODS NON-VOTING,,,MSCI EM Extended,Consumer Staples
SM.PS,,,SM.PS,SM INVESTMENTS CORP,,,MSCI EM Extended,Industrials
277810.KQ,,,277810.KQ,RAINBOW ROBOTICS,,,MSCI EM Extended,Industrials
RADICO.NS,,,RADICO.NS,RADICO KHAITAN LTD,,,MSCI EM Extended,Consumer Staples
M&MFIN.NS,,,M&MFIN.NS,MAHINDRA AND MAHINDRA FINANCIAL SE,,,MSCI EM Extended,Financials
2228.HK,,,2228.HK,XTALPI HOLDINGS LTD,,,MSCI EM Extended,Health Care
DIC.AE,,,DIC.AE,DUBAI INVESTMENT,,,MSCI EM Extended,Industrials
YTLPOWR.KL,,,YTLPOWR.KL,YTL POWER INTERNATIONAL,,,MSCI EM Extended,Utilities
090430.KS,,,090430.KS,AMOREPACIFIC CORP,,,MSCI EM Extended,Consumer Staples
034220.KS,,,034220.KS,LG DISPLAY LTD,,,MSCI EM Extended,Information Technology
PETRONET.NS,,,PETRONET.NS,PETRONET LNG LTD,,,MSCI EM Extended,Energy
0916.HK,,,0916.HK,CHINA LONGYUAN POWER GROUP CORP LT,,,MSCI EM Extended,Utilities
BDX.WA,,,BDX.WA,BUDIMEX SA,,,MSCI EM Extended,Industrials
GBK.KW,,,GBK.KW,GULF BANK,,,MSCI EM Extended,Financials
WAAREEENER.NS,,,WAAREEENER.NS,WAAREE ENERGIES LTD,,,MSCI EM Extended,Information Technology
MER.PS,,,MER.PS,MANILA ELECTRIC,,,MSCI EM Extended,Utilities
CENER.AT,,,CENER.AT,CENERGY HOLDINGS SA,,,MSCI EM Extended,Industrials
UNOMINDA.NS,,,UNOMINDA.NS,UNO MINDA LTD,,,MSCI EM Extended,Consumer Discretionary
2347.TW,,,2347.TW,SYNNEX TECHNOLOGY INTERNATIONAL CO,,,MSCI EM Extended,Information Technology
1133.HK,,,1133.HK,HARBIN ELECTRIC LTD H,,,MSCI EM Extended,Industrials
2385.TW,,,2385.TW,CHICONY ELECTRONICS LTD,,,MSCI EM Extended,Information Technology
002714.SZ,,,002714.SZ,MUYUAN FOODS LTD A,,,MSCI EM Extended,Consumer Staples
LTF.NS,,,LTF.NS,L&T FINANCE LTD,,,MSCI EM Extended,Financials
IPCALAB.NS,,,IPCALAB.NS,IPCA LABORATORIES LTD,,,MSCI EM Extended,Health Care
082740.KS,,,082740.KS,HANWHA ENGINE LTD,,,MSCI EM Extended,Industrials
0144.HK,,,0144.HK,CHINA MERCHANTS PORT HOLDINGS LTD,,,MSCI EM Extended,Industrials
1402.TW,,,1402.TW,FAR EASTERN NEW CENTURY CORP,,,MSCI EM Extended,Industrials
3323.HK,,,3323.HK,CHINA NATIONAL BUILDING MATERIAL L,,,MSCI EM Extended,Materials
0489.HK,,,0489.HK,DONGFENG MOTOR GROUP LTD H,,,MSCI EM Extended,Consumer Discretionary
1102.TW,,,1102.TW,ASIA CEMENT CORP,,,MSCI EM Extended,Materials
128940.KS,,,128940.KS,HANMI PHARM LTD,,,MSCI EM Extended,Health Care
INL.JO,,,INL.JO,INVESTEC LTD,,,MSCI EM Extended,Financials
LREN3.SA,,,LREN3.SA,LOJAS RENNER SA,,,MSCI EM Extended,Consumer Discretionary
300476.SZ,,,300476.SZ,VICTORY GIANT TECHNOLOGY HUIZHOU L,,,MSCI EM Extended,Information Technology
010950.KS,,,010950.KS,S-OIL CORP,,,MSCI EM Extended,Energy
BUMI.JK,,,BUMI.JK,BUMI RESOURCES,,,MSCI EM Extended,Energy
MAXIS.KL,,,MAXIS.KL,MAXIS,,,MSCI EM Extended,Communication
108490.KQ,,,108490.KQ,ROBOTIS LTD,,,MSCI EM Extended,Information Technology
PGE.WA,,,PGE.WA,PGE POLSKA GRUPA ENERGETYCZNA SA,,,MSCI EM Extended,Utilities
0148.HK,,,0148.HK,KINGBOARD HOLDINGS LTD,,,MSCI EM Extended,Information Technology
PIRAMALFIN.NS,,,PIRAMALFIN.NS,PIRAMAL FINANCE LTD,,,MSCI EM Extended,Financials
5483.TWO,,,5483.TWO,SINO-AMERICAN SILICON PRODUCTS INC,,,MSCI EM Extended,Information Technology
ENRIN.NS,,,ENRIN.NS,SIEMENS ENERGY INDIA LTD,,,MSCI EM Extended,Industrials
000333.SZ,,,000333.SZ,MIDEA GROUP LTD A,,,MSCI EM Extended,Consumer Discretionary
0257.HK,,,0257.HK,CHINA EVERBRIGHT ENVIRONMENT GROUP,,,MSCI EM Extended,Industrials
2400.HK,,,2400.HK,XD INC,,,MSCI EM Extended,Communication
JKCEMENT.NS,,,JKCEMENT.NS,J.K. CEMENT LTD,,,MSCI EM Extended,Materials
KPITTECH.NS,,,KPITTECH.NS,KPIT TECHNOLOGIES LTD,,,MSCI EM Extended,Information Technology
DELHIVERY.NS,,,DELHIVERY.NS,DELHIVERY LTD,,,MSCI EM Extended,Industrials
3324.TWO,,,3324.TWO,AURAS TECHNOLOGY LTD,,,MSCI EM Extended,Information Technology
RDF.JO,,,RDF.JO,REDEFINE PROPERTIES LTD,,,MSCI EM Extended,Real Estate
036570.KS,,,036570.KS,NCSOFT CORP,,,MSCI EM Extended,Communication
MINT.R.BK,,,MINT.R.BK,MINOR INTERNATIONAL PUBLIC NON-VOT,,,MSCI EM Extended,Consumer Discretionary
1833.HK,,,1833.HK,PING AN HEALTHCARE AND TECHNOLOGY,,,MSCI EM Extended,Consumer Staples
OIL.NS,,,OIL.NS,OIL INDIA LTD,,,MSCI EM Extended,Energy
039030.KQ,,,039030.KQ,EO TECHNICS LTD,,,MSCI EM Extended,Information Technology
HTO.AT,,,HTO.AT,HELLENIC TELECOMMUNICATIONS ORGANI,,,MSCI EM Extended,Communication
214450.KQ,,,214450.KQ,PHARMARESEARCH LTD,,,MSCI EM Extended,Health Care
5536.TWO,,,5536.TWO,ACTER CORP LTD,,,MSCI EM Extended,Industrials
TM.KL,,,TM.KL,TELEKOM MALAYSIA,,,MSCI EM Extended,Communication
002371.SZ,,,002371.SZ,NAURA TECHNOLOGY GROUP LTD A,,,MSCI EM Extended,Information Technology
NESTLE.KL,,,NESTLE.KL,NESTLE MALAYSIA,,,MSCI EM Extended,Consumer Staples
6181.HK,,,6181.HK,LAOPU GOLD LTD H,,,MSCI EM Extended,Consumer Discretionary
FILM.JK,,,FILM.JK,MD ENTERTAINMENT,,,MSCI EM Extended,Communication
0960.HK,,,0960.HK,LONGFOR GROUP HOLDINGS LTD,,,MSCI EM Extended,Real Estate
QFLS.QA,,,QFLS.QA,QATAR FUEL,,,MSCI EM Extended,Energy
QEWS.QA,,,QEWS.QA,QATAR ELECTRICITY AND WATER,,,MSCI EM Extended,Utilities
GEKTERNA.AT,,,GEKTERNA.AT,GEK TERNA SA,,,MSCI EM Extended,Industrials
1258.HK,,,1258.HK,CHINA NONFERROUS MINING CORPORATIO,,,MSCI EM Extended,Materials
AIAENG.NS,,,AIAENG.NS,AIA ENGINEERING LTD,,,MSCI EM Extended,Industrials
MBRF3.SA,,,MBRF3.SA,MARFRIG GLOBAL FOODS SA,,,MSCI EM Extended,Consumer Staples
NAVINFLUOR.NS,,,NAVINFLUOR.NS,NAVIN FLUORINE INTERNATIONAL LTD,,,MSCI EM Extended,Materials
MBT.PS,,,MBT.PS,METROPOLITAN BANK AND TRUST CO,,,MSCI EM Extended,Financials
KLK.KL,,,KLK.KL,KUALA LUMPUR KEPONG,,,MSCI EM Extended,Consumer Staples
6515.TW,,,6515.TW,WINWAY TECHNOLOGY LTD,,,MSCI EM Extended,Information Technology
CHOLAHLDNG.NS,,,CHOLAHLDNG.NS,CHOLAMANDALAM FINANCIAL HOLDINGS L,,,MSCI EM Extended,Financials
301308.SZ,,,301308.SZ,SHENZHEN LONGSYS ELECTRONICS LTD A,,,MSCI EM Extended,Information Technology
CPIN.JK,,,CPIN.JK,CHAROEN POKPHAND INDONESIA,,,MSCI EM Extended,Consumer Staples
058470.KQ,,,058470.KQ,LEENO INDUSTRIAL INC,,,MSCI EM Extended,Information Technology
ADNOCLS.AE,,,ADNOCLS.AE,ADNOC LOGISTICS & SERVICES PLC,,,MSCI EM Extended,Energy
310210.KQ,,,310210.KQ,VORONOI INC,,,MSCI EM Extended,Health Care
UTDPLT.KL,,,UTDPLT.KL,UNITED PLANTATIONS,,,MSCI EM Extended,Consumer Staples
6060.HK,,,6060.HK,ZHONGAN ONLINE P & C INSURANCE COR,,,MSCI EM Extended,Financials
ANDINA.B.SN,,,ANDINA.B.SN,EMBOTELLADORA ANDINA SERIES B SA,,,MSCI EM Extended,Consumer Staples
1030.SR,,,1030.SR,SAUDI INVESTMENT BANK,,,MSCI EM Extended,Financials
AVI.JO,,,AVI.JO,AVI LTD,,,MSCI EM Extended,Consumer Staples
2588.HK,,,2588.HK,BOC AVIATION LTD,,,MSCI EM Extended,Industrials
AC.PS,,,AC.PS,AYALA CORP,,,MSCI EM Extended,Industrials
PNBHOUSING.NS,,,PNBHOUSING.NS,PNB HOUSING FINANCE LTD,,,MSCI EM Extended,Financials
4749.TWO,,,4749.TWO,ADVANCED ECHEM MATERIALS LTD,,,MSCI EM Extended,Information Technology
032640.KS,,,032640.KS,LG UPLUS CORP,,,MSCI EM Extended,Communication
SAHOL.E.IS,,,SAHOL.E.IS,HACI OMER SABANCI HOLDING A,,,MSCI EM Extended,Financials
INTR,,,INTR,INTER AND CO INC CLASS A,,,MSCI EM Extended,Financials
1044.HK,,,1044.HK,HENGAN INTERNATIONAL GROUP LTD,,,MSCI EM Extended,Consumer Staples
KTY.WA,,,KTY.WA,GRUPA KETY SA,,,MSCI EM Extended,Materials
0390.HK,,,0390.HK,CHINA RAILWAY GROUP LTD H,,,MSCI EM Extended,Industrials
600673.SS,,,600673.SS,GUANGDONG HEC TECHNOLOGY HOLDING L,,,MSCI EM Extended,Materials
YTL.KL,,,YTL.KL,YTL CORPORATION,,,MSCI EM Extended,Utilities
0316.HK,,,0316.HK,ORIENT OVERSEAS (INTERNATIONAL) LT,,,MSCI EM Extended,Industrials
1476.TW,,,1476.TW,ECLAT TEXTILE LTD,,,MSCI EM Extended,Consumer Discretionary
9899.HK,,,9899.HK,NETEASE CLOUD MUSIC INC,,,MSCI EM Extended,Communication
3360.HK,,,3360.HK,FAR EAST HORIZON LTD,,,MSCI EM Extended,Financials
0968.HK,,,0968.HK,XINYI SOLAR HOLDINGS LTD,,,MSCI EM Extended,Information Technology
CCC.WA,,,CCC.WA,CCC SA,,,MSCI EM Extended,Consumer Discretionary
002517.SZ,,,002517.SZ,KINGNET NETWORK LTD A,,,MSCI EM Extended,Communication
ANTM.JK,,,ANTM.JK,ANEKA TAMBANG,,,MSCI EM Extended,Materials
